INSTANCE;WEIGHT_GR;VALUE_GR;EXECUTION_TIME_GR;WEIGHT_BF;VALUE_BF;EXECUTION_TIME_BF;WEIGHT_BB;VALUE_BB;EXECUTION_TIME_BB;WEIGHT_DP;VALUE_DP;EXECUTION_TIME_DP;WEIGHT_OT;VALUE_OT;EXECUTION_TIME_IP;WEIGHT_IP;VALUE_IP;EXECUTION_TIME_OT
;problem_100_50_3_2_5.txt;802;1392;0;831;1211;1014;129;369;10015;831;1421;0;831;1421;4;831;1421;43
;problem_100_50_3_3_5.txt;1268;1958;0;1273;1823;1014;179;419;10015;1276;1966;0;1276;1966;8;1276;1966;49
;problem_100_50_3_4_5.txt;1708;2518;0;1308;1858;1014;129;359;10015;1743;2553;0;1743;2553;13;1743;2553;9
;problem_100_50_3_5_5.txt;1992;2902;0;1194;1744;1014;130;360;10015;2011;2921;0;2011;2921;15;2011;2921;36
;problem_100_50_4_1_5.txt;437;437;0;480;480;1014;480;480;156;480;480;0;480;480;0;480;480;10
;problem_100_50_4_2_5.txt;830;830;0;831;831;1014;655;655;10015;831;831;0;831;831;1;831;831;8
;problem_100_50_4_3_5.txt;1261;1261;0;1276;1276;1014;655;655;10015;1276;1276;0;1276;1276;2;1276;1276;9
;problem_100_50_4_4_5.txt;1719;1719;0;1601;1601;1014;631;631;10015;1743;1743;0;1743;1743;5;1743;1743;10
;problem_100_50_4_5_5.txt;2005;2005;0;1260;1260;1014;536;536;10015;2011;2011;0;2011;2011;8;2011;2011;10
;problem_100_100_1_1_5.txt;941;2299;0;921;1158;1014;559;1730;10015;941;2299;0;941;2299;2;941;2299;13
;problem_100_100_1_2_5.txt;1632;3377;0;1673;2219;1014;328;1547;10015;1676;3412;0;1676;3412;5;1676;3412;25
;problem_100_100_1_3_5.txt;2685;4068;0;2654;2941;1014;531;1682;10015;2718;4093;0;2718;4093;10;2718;4093;14
;problem_100_100_1_4_5.txt;3187;4474;0;2572;2929;1014;429;1800;10015;3228;4492;0;3228;4492;16;3228;4492;19
;problem_100_100_1_5_5.txt;4322;4905;15;2644;3018;1014;595;1684;10015;4354;4916;0;4354;4916;23;4354;4916;22
;problem_100_100_2_1_5.txt;881;1067;0;945;965;1014;706;870;10015;946;1137;0;946;1137;6;946;1137;90
;problem_100_100_2_2_5.txt;1642;1923;0;1679;1747;1014;606;775;10015;1679;1960;0;1679;1960;5;1679;1960;29
;problem_100_100_2_3_5.txt;2717;2970;0;2715;2783;1014;756;905;10015;2719;2972;0;2719;2972;11;2719;2972;10
;problem_100_100_2_4_5.txt;3197;3469;0;2655;2731;1014;575;742;10015;3229;3499;0;3230;3499;15;3229;3499;22
;problem_100_100_2_5_5.txt;4319;4568;0;2755;2845;1014;647;811;10015;4358;4600;0;4358;4600;25;4358;4600;42
;problem_100_100_3_1_5.txt;853;1253;0;880;1070;1014;343;583;10015;880;1280;0;880;1280;3;880;1280;32
;problem_100_100_3_2_5.txt;1717;2267;0;1765;2155;1014;311;551;10015;1765;2315;0;1765;2315;8;1765;2315;37
;problem_100_100_3_3_5.txt;2524;3234;0;2473;3023;1014;332;572;10015;2526;3236;0;2526;3236;15;2526;3236;14
;problem_100_100_3_4_5.txt;3079;3909;0;2273;2823;1014;174;404;10015;3143;3973;0;3143;3973;22;3143;3973;50
;problem_100_100_3_5_5.txt;4011;4921;0;2393;2943;1014;327;557;10015;4053;4963;0;4053;4963;29;4053;4963;23
;problem_100_100_4_1_5.txt;862;862;0;880;880;1014;880;880;343;880;880;0;880;880;1;880;880;10
;problem_100_100_4_2_5.txt;1680;1680;0;1765;1765;1014;1405;1405;10015;1765;1765;0;1765;1765;4;1765;1765;10
;problem_100_100_4_3_5.txt;2511;2511;0;2526;2526;1014;1255;1255;10015;2526;2526;0;2526;2526;4;2526;2526;13
;problem_100_100_4_4_5.txt;3119;3119;0;2801;2801;1014;1281;1281;10015;3143;3143;0;3143;3143;9;3143;3143;11
;problem_100_100_4_5_5.txt;4023;4023;0;2460;2460;1014;1186;1186;10015;4053;4053;0;4053;4053;17;4053;4053;17
;problem_100_500_1_1_5.txt;3749;11915;0;3941;6475;1014;1837;8463;10015;3977;12251;0;3977;12251;8;3977;12251;34
;problem_100_500_1_2_5.txt;7812;16700;0;7932;10248;1014;2018;8234;10015;7946;16827;0;7946;16827;26;7946;16827;25
;problem_100_500_1_3_5.txt;12908;20432;0;13062;13912;1014;2226;9217;10015;13119;20550;0;13119;20550;70;13119;20550;23
;problem_100_500_1_4_5.txt;17196;22806;0;12994;14387;1014;1920;7536;10015;17221;22811;0;17221;22811;84;17221;22811;16
;problem_100_500_1_5_5.txt;22848;25659;0;13612;15127;1014;2387;8363;10015;22848;25659;0;22848;25659;123;22848;25659;11
;problem_100_500_2_1_5.txt;3687;4427;15;3976;4128;1014;3977;4741;4742;3977;4741;0;3977;4741;6;3977;4741;267
;problem_100_500_2_2_5.txt;7733;8849;0;7936;8276;1014;3704;4458;10015;7945;9066;0;7945;9066;23;7945;9066;264
;problem_100_500_2_3_5.txt;12919;14155;0;13050;13495;1014;3940;4690;10015;13116;14354;0;13118;14354;40;13118;14354;33
;problem_100_500_2_4_5.txt;17130;18426;0;12941;13186;1014;3596;4529;10015;17230;18509;0;17230;18509;76;17230;18509;64
;problem_100_500_2_5_5.txt;22592;23438;0;14723;14944;1014;3550;4291;10015;22857;23677;0;22857;23677;138;22857;23677;40
;problem_100_500_3_1_5.txt;4047;4457;0;4164;4354;1014;1404;1644;10015;4164;4574;0;4164;4574;16;4164;4574;29
;problem_100_500_3_2_5.txt;8366;8936;0;8398;8778;1014;1546;1786;10015;8398;8968;0;8398;8968;45;8398;8968;20
;problem_100_500_3_3_5.txt;12434;13144;0;12371;12921;1014;1095;1335;10015;12626;13336;0;12626;13336;71;12626;13336;17
;problem_100_500_3_4_5.txt;15873;16693;0;11654;12204;1014;1515;1745;10015;15873;16693;0;15873;16693;110;15873;16693;36
;problem_100_500_3_5_5.txt;22690;23590;0;13561;14111;1014;1852;2082;10015;22886;23786;0;22886;23786;155;22886;23786;31
;problem_100_500_4_1_5.txt;4151;4151;0;4164;4164;1014;4164;4164;62;4164;4164;0;4164;4164;1;4164;4164;11
;problem_100_500_4_2_5.txt;8390;8390;0;8398;8398;1014;6305;6305;10015;8398;8398;0;8398;8398;8;8398;8398;28
;problem_100_500_4_3_5.txt;12392;12392;0;12619;12619;1014;5955;5955;10015;12626;12626;0;12626;12626;19;12626;12626;15
;problem_100_500_4_4_5.txt;15539;15539;0;12501;12501;1014;5881;5881;10015;15876;15876;0;15876;15876;58;15875;15875;40
;problem_100_500_4_5_5.txt;22623;22623;0;16160;16160;1014;6786;6786;10015;22886;22886;0;22886;22886;95;22886;22886;43
;problem_100_1000_1_1_5.txt;7914;23884;0;8330;11200;1014;3653;16921;10015;8391;24357;0;8391;24357;31;8391;24357;22
;problem_100_1000_1_2_5.txt;15929;33591;0;16574;20937;1014;3302;16404;10015;16588;34184;0;16588;34184;49;16588;34184;24
;problem_100_1000_1_3_5.txt;24592;40347;0;25115;29037;1014;4338;16583;10015;25118;40778;0;25118;40778;98;25118;40778;19
;problem_100_1000_1_4_5.txt;34143;46603;0;25468;30076;1014;4683;15732;10015;34143;46603;0;34143;46603;158;34143;46603;15
;problem_100_1000_1_5_5.txt;46504;43499;0;27966;26188;1014;6972;15759;10015;46504;43499;0;46504;43499;259;46504;43499;13
;problem_100_1000_2_1_5.txt;7805;9516;15;8387;8730;1014;7805;9516;10015;8395;10152;0;8395;10152;13;8395;10152;65
;problem_100_1000_2_2_5.txt;15882;18106;0;16569;16994;1014;7414;8934;10015;16611;18860;0;16611;18860;41;16611;18860;65
;problem_100_1000_2_3_5.txt;24877;27832;0;24558;25466;1014;6683;8227;10015;25118;28061;0;25118;28061;91;25118;28061;92
;problem_100_1000_2_4_5.txt;33931;36715;0;25945;26585;1014;7473;9039;10015;34229;36978;0;34229;36978;119;34229;36978;151
;problem_100_1000_2_5_5.txt;46255;47157;0;30691;30694;1014;12168;13786;10015;46604;47456;0;46604;47456;240;46604;47456;35
;problem_100_1000_3_1_5.txt;8613;9023;0;8664;8854;1014;2720;2960;10015;8664;9074;0;8664;9074;29;8664;9074;19
;problem_100_1000_3_2_5.txt;17375;17915;0;17565;17945;1014;3640;3880;10015;17565;18105;0;17565;18105;88;17565;18105;33
;problem_100_1000_3_3_5.txt;25211;25911;0;24935;25485;1014;2844;3084;10015;25626;26326;0;25626;26326;160;25624;26324;8100
;problem_100_1000_3_4_5.txt;31040;31850;0;23240;23790;1014;2592;2822;10015;31543;32353;0;31543;32353;197;31541;32351;18
;problem_100_1000_3_5_5.txt;39939;40849;0;24081;24631;1014;2498;2728;10015;40386;41296;0;40386;41296;287;40385;41295;56
;problem_100_1000_4_1_5.txt;8656;8656;0;8664;8664;1014;8664;8664;249;8664;8664;0;8664;8664;4;8664;8664;79
;problem_100_1000_4_2_5.txt;17430;17430;0;17565;17565;1014;13805;13805;10015;17565;17565;0;17565;17565;16;17565;17565;29
;problem_100_1000_4_3_5.txt;25392;25392;0;25619;25619;1014;11455;11455;10015;25626;25626;0;25626;25626;40;25626;25626;102
;problem_100_1000_4_4_5.txt;31117;31117;0;25501;25501;1014;9381;9381;10015;31543;31543;0;31543;31543;96;31543;31543;92
;problem_100_1000_4_5_5.txt;39747;39747;0;26160;26160;1014;11286;11286;10015;40386;40386;0;40386;40386;161;40384;40384;22
;problem_500_50_1_1_5.txt;2127;6088;0;2144;2313;1014;48;808;10015;2147;6115;0;2147;6115;127;2147;6115;52
;problem_500_50_1_2_5.txt;4223;8133;0;4223;4209;1014;49;761;10015;4229;8138;0;4229;8138;324;4229;8138;33
;problem_500_50_1_3_5.txt;6359;10441;0;6169;6444;1014;51;818;10015;6398;10470;0;6398;10470;640;6398;10470;33
;problem_500_50_1_4_5.txt;8570;11782;0;5928;6158;1014;52;675;10015;8602;11798;0;8602;11798;1016;8601;11797;23
;problem_500_50_1_5_5.txt;10727;12071;0;6146;6199;1014;51;705;10015;10737;12073;0;10737;12073;1448;10738;12073;24
;problem_500_50_2_1_5.txt;2121;2618;0;2145;2170;1014;99;199;10015;2147;2647;0;2147;2647;95;2147;2647;26
;problem_500_50_2_2_5.txt;4186;4822;0;4228;4259;1014;67;148;10015;4229;4867;0;4229;4867;237;4229;4867;20
;problem_500_50_2_3_5.txt;6398;7070;0;5895;5907;1014;89;170;10015;6398;7070;0;6398;7070;484;6398;7070;17
;problem_500_50_2_4_5.txt;8596;9248;0;6287;6318;1014;70;147;10015;8602;9253;0;8602;9253;852;8602;9253;18
;problem_500_50_2_5_5.txt;10736;11089;0;6109;6116;1014;61;148;10015;10738;11090;0;10738;11090;1274;10738;11090;21
;problem_500_50_3_1_5.txt;2153;4123;0;2097;2897;1014;42;262;10015;2159;4129;0;2159;4129;170;2159;4129;12
;problem_500_50_3_2_5.txt;3914;6874;0;3775;5375;1014;28;248;10015;3929;6889;0;3929;6889;420;3929;6889;12
;problem_500_50_3_3_5.txt;6490;9970;0;6198;8598;1014;43;263;10015;6512;9992;0;6512;9992;847;6512;9992;12
;problem_500_50_3_4_5.txt;8510;12600;15;6088;8488;1014;41;251;10015;8518;12608;0;8518;12608;1260;8518;12608;12
;problem_500_50_3_5_5.txt;10603;15153;0;6052;8452;1014;34;244;10015;10615;15165;0;10615;15165;1712;10615;15165;11
;problem_500_50_4_1_5.txt;2151;2151;0;2159;2159;1014;643;643;10015;2159;2159;0;2159;2159;8;2159;2159;10
;problem_500_50_4_2_5.txt;3886;3886;0;3929;3929;1014;551;551;10015;3929;3929;0;3929;3929;67;3929;3929;10
;problem_500_50_4_3_5.txt;6478;6478;15;6126;6126;1014;622;622;10015;6512;6512;0;6512;6512;201;6512;6512;14
;problem_500_50_4_4_5.txt;8512;8512;0;6197;6197;1014;635;635;10015;8518;8518;0;8518;8518;563;8518;8518;10
;problem_500_50_4_5_5.txt;10600;10600;0;5906;5906;1014;491;491;10015;10615;10615;0;10615;10615;947;10615;10615;16
;problem_500_100_1_1_5.txt;4255;11486;0;4242;4327;1014;84;1467;10015;4272;11506;0;4272;11506;240;4272;11506;76
;problem_500_100_1_2_5.txt;8355;16357;0;8395;8755;1014;74;1590;10015;8428;16429;0;8428;16429;654;8428;16429;38
;problem_500_100_1_3_5.txt;13020;20479;0;12615;12687;1014;84;1737;10015;13047;20499;0;13047;20499;1320;13047;20499;174
;problem_500_100_1_4_5.txt;16765;23101;0;12118;12074;1014;71;1545;10015;16799;23118;0;16801;23118;2016;16799;23118;34
;problem_500_100_1_5_5.txt;20578;24406;0;11759;12206;1014;93;1528;10015;20608;24415;0;20613;24415;2807;20613;24415;35
;problem_500_100_2_1_5.txt;4267;5131;0;4266;4258;1014;178;352;10015;4272;5136;0;4272;5136;181;4272;5136;26
;problem_500_100_2_2_5.txt;8423;9687;0;8424;8524;1014;129;286;10015;8429;9693;0;8429;9693;520;8429;9693;64
;problem_500_100_2_3_5.txt;12993;14197;0;12554;12571;1014;103;244;10015;13048;14251;0;13048;14251;1064;13048;14251;43
;problem_500_100_2_4_5.txt;16801;18026;0;11785;11838;1014;197;365;10015;16801;18026;0;16802;18026;1676;16801;18026;17
;problem_500_100_2_5_5.txt;20586;21482;0;11577;11657;1014;107;271;10015;20613;21506;0;20613;21506;2584;20613;21506;38
;problem_500_100_3_1_5.txt;4167;6217;0;4086;4886;1014;59;279;10015;4201;6251;0;4201;6251;322;4201;6251;13
;problem_500_100_3_2_5.txt;8312;11182;0;8020;9620;1014;40;260;10015;8346;11216;0;8346;11216;850;8346;11216;13
;problem_500_100_3_3_5.txt;12966;16456;0;12410;14810;1014;68;288;10015;13037;16527;0;13037;16527;1595;13037;16527;14
;problem_500_100_3_4_5.txt;16729;20829;15;11968;14368;1014;49;259;10015;16751;20851;0;16751;20851;2309;16751;20851;12
;problem_500_100_3_5_5.txt;20938;25498;0;11947;14347;1014;62;272;10015;20948;25508;0;20948;25508;3237;20948;25508;18
;problem_500_100_4_1_5.txt;4201;4201;0;4201;4201;1014;1043;1043;10015;4201;4201;0;4201;4201;37;4201;4201;13
;problem_500_100_4_2_5.txt;8323;8323;0;8346;8346;1014;1101;1101;10015;8346;8346;0;8346;8346;114;8346;8346;13
;problem_500_100_4_3_5.txt;13008;13008;0;12576;12576;1014;1272;1272;10015;13037;13037;0;13037;13037;406;13037;13037;15
;problem_500_100_4_4_5.txt;16711;16711;0;11912;11912;1014;1335;1335;10015;16751;16751;0;16751;16751;999;16751;16751;11
;problem_500_100_4_5_5.txt;20913;20913;0;12087;12087;1014;1141;1141;10015;20948;20948;0;20948;20948;1917;20948;20948;16
;problem_500_500_1_1_5.txt;21577;58126;0;21582;21360;1014;376;7502;10015;21655;58221;0;21655;58221;1081;21655;58221;132
;problem_500_500_1_2_5.txt;39690;84630;0;39442;42496;1014;415;7977;10015;39792;84725;0;39792;84725;3105;39792;84725;87
;problem_500_500_1_3_5.txt;63296;99525;0;60962;60120;1014;354;7485;10015;63446;99618;0;63446;99618;6119;63446;99618;23
;problem_500_500_1_4_5.txt;84714;114476;0;61720;60505;1014;334;6870;10015;85133;114680;0;85133;114680;9982;85133;114680;48
;problem_500_500_1_5_5.txt;103002;122114;0;57877;58771;1014;296;7843;10015;103029;122118;0;103029;122118;14242;103020;122116;28
;problem_500_500_2_1_5.txt;21549;25569;0;21654;21743;1014;799;1533;10015;21655;25685;0;21655;25685;787;21655;25685;68
;problem_500_500_2_2_5.txt;39616;45667;0;39796;39955;1014;806;1619;10015;39796;45855;0;39796;45855;2280;39796;45855;61
;problem_500_500_2_3_5.txt;63045;70158;0;60288;61373;1014;510;1080;10015;63448;70566;0;63448;70566;5265;63447;70565;28
;problem_500_500_2_4_5.txt;85058;91045;0;60165;60638;1014;822;1601;10015;85136;91118;0;85136;91118;8751;85131;91110;49
;problem_500_500_2_5_5.txt;102906;107433;0;59443;59812;1014;581;1308;10015;103030;107544;0;103030;107544;12097;103029;107544;24
;problem_500_500_3_1_5.txt;21277;23267;0;20668;21468;1014;281;501;10015;21301;23291;0;21301;23291;1428;21301;23291;49
;problem_500_500_3_2_5.txt;40388;43288;0;39085;40685;1014;252;472;10015;40613;43513;0;40613;43513;3919;40613;43513;229
;problem_500_500_3_3_5.txt;61643;65203;0;59041;61441;1014;228;448;10015;61987;65547;0;61987;65547;7269;61987;65547;245
;problem_500_500_3_4_5.txt;82128;86218;0;58793;61193;1014;233;443;10015;82351;86441;0;82351;86441;11047;82351;86441;219
;problem_500_500_3_5_5.txt;107817;112367;15;61560;63960;1014;284;494;10015;107865;112415;0;107865;112415;16162;107865;112415;42
;problem_500_500_4_1_5.txt;21134;21134;0;21301;21301;1014;6243;6243;10015;21301;21301;0;21301;21301;117;21301;21301;20
;problem_500_500_4_2_5.txt;40264;40264;0;40613;40613;1014;6001;6001;10015;40613;40613;0;40613;40613;650;40613;40613;14
;problem_500_500_4_3_5.txt;61643;61643;0;59776;59776;1014;5072;5072;10015;61987;61987;0;61987;61987;2153;61987;61987;18
;problem_500_500_4_4_5.txt;82002;82002;0;61217;61217;1014;5435;5435;10015;82351;82351;0;82351;82351;4837;82351;82351;17
;problem_500_500_4_5_5.txt;107647;107647;0;63056;63056;1014;6941;6941;10015;107865;107865;0;107865;107865;10139;107865;107865;39
;problem_500_1000_1_1_5.txt;42500;114437;15;42441;43842;1014;813;16846;10015;42822;114892;0;42822;114892;2167;42822;114892;58
;problem_500_1000_1_2_5.txt;84688;165118;0;84686;86007;1014;753;17071;10015;84962;165368;0;84962;165368;6381;84962;165368;51
;problem_500_1000_1_3_5.txt;122443;203616;0;115037;119888;1014;638;15748;10015;122948;203986;0;122948;203986;12037;122948;203979;71
;problem_500_1000_1_4_5.txt;165514;229247;0;121685;123655;1014;372;13820;10015;166103;229545;0;166103;229545;19191;166103;229545;58
;problem_500_1000_1_5_5.txt;212119;252043;0;126165;127608;1014;924;14607;10015;213025;252270;0;213025;252270;29743;213025;252270;52
;problem_500_1000_2_1_5.txt;42032;50684;0;42760;43267;1014;1603;3174;10015;42820;51549;0;42822;51549;1740;42820;51549;77
;problem_500_1000_2_2_5.txt;84688;96886;0;84917;85930;1014;937;2341;10015;84960;97172;0;84960;97172;4984;84960;97172;57
;problem_500_1000_2_3_5.txt;122856;135773;0;119709;120482;1014;1418;2961;10015;122948;135861;0;122948;135861;9416;122948;135860;102
;problem_500_1000_2_4_5.txt;165504;177471;0;119219;120610;1014;917;2303;10015;166134;178071;0;166134;178071;16493;166135;178070;83
;problem_500_1000_2_5_5.txt;212694;219252;0;120255;119410;1014;2214;3570;10015;213029;219550;0;213029;219550;25278;213029;219550;74
;problem_500_1000_3_1_5.txt;42379;44409;0;41100;41900;1014;554;774;10015;42384;44414;0;42384;44414;2875;42384;44414;43
;problem_500_1000_3_2_5.txt;84592;87432;0;81516;83116;1014;507;727;10015;84779;87619;0;84779;87619;7946;84776;87616;66
;problem_500_1000_3_3_5.txt;121018;124568;0;115695;118095;1014;409;629;10015;121487;125037;0;121487;125037;14345;121484;125034;161
;problem_500_1000_3_4_5.txt;169604;173664;15;121546;123946;1014;484;694;10015;170351;174411;0;170351;174411;22284;170345;174405;157
;problem_500_1000_3_5_5.txt;218567;223107;0;125006;127406;1014;643;853;10015;219115;223655;0;219115;223655;31265;219115;223655;97
;problem_500_1000_4_1_5.txt;42136;42136;0;42384;42384;1014;10743;10743;10015;42384;42384;0;42384;42384;224;42384;42384;21
;problem_500_1000_4_2_5.txt;84136;84136;0;84778;84778;1014;12501;12501;10015;84779;84779;0;84779;84779;1386;84779;84779;29
;problem_500_1000_4_3_5.txt;121369;121369;0;117776;117776;1014;11572;11572;10015;121487;121487;0;121487;121487;4014;121487;121487;20
;problem_500_1000_4_4_5.txt;170002;170002;0;125612;125612;1014;9935;9935;10015;170351;170351;0;170351;170351;9205;170351;170351;43
;problem_500_1000_4_5_5.txt;218940;218940;0;128986;128986;1014;11941;11941;10015;219115;219115;0;219115;219115;19712;219115;219115;40
